"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"0","13","45.21","0","NaN","0","23","36.1","0","NaN","0","21","43.42","1","100","0","57","38.02","1","100"
"Mother","20","54.79","0","NaN","Mother","41","63.9","0","NaN","Mother","13","56.58","0","0","Mother","74","61.98","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10Xf. A place outside the home where you work for money (Father)","","","","","G10Xf. A place outside the home where you work for money (Father)","","","","","G10Xf. A place outside the home where you work for money (Father)","","","","","G10Xf. A place outside the home where you work for money (Father)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","18","59.66","0","NaN","0","37","64.82","0","NaN","0","26","69.71","1","100","0","81","65.45","1","100"
"Father","15","40.34","0","NaN","Father","27","35.18","0","NaN","Father","8","30.29","0","0","Father","50","34.55","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10Xf. A place outside the home where you work for money (Elder brother)","","","","","G10Xf. A place outside the home where you work for money (Elder brother)","","","","","G10Xf. A place outside the home where you work for money (Elder brother)","","","","","G10Xf. A place outside the home where you work for money (Elder brother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","29","95.26","0","NaN","0","51","78.45","0","NaN","0","33","89.05","1","100","0","113","81.43","1","100"
"Elder brother","4","4.74","0","NaN","Elder brother","13","21.55","0","NaN","Elder brother","1","10.95","0","0","Elder brother","18","18.57","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10Xf. A place outside the home where you work for money (Elder Sister)","","","","","G10Xf. A place outside the home where you work for money (Elder Sister)","","","","","G10Xf. A place outside the home where you work for money (Elder Sister)","","","","","G10Xf. A place outside the home where you work for money (Elder Sister)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","32","98.67","0","NaN","0","58","87.34","0","NaN","0","34","100","1","100","0","124","90.39","1","100"
"Elder Sister","1","1.33","0","NaN","Elder Sister","6","12.66","0","NaN","Elder Sister","0","0","0","0","Elder Sister","7","9.61","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10Xf. A place outside the home where you work for money (Other family member)","","","","","G10Xf. A place outside the home where you work for money (Other family member)","","","","","G10Xf. A place outside the home where you work for money (Other family member)","","","","","G10Xf. A place outside the home where you work for money (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","25","61.23","0","NaN","0","41","64.76","0","NaN","0","20","70.65","0","0","0","86","65.67","0","0"
"Other family member","8","38.77","0","NaN","Other family member","23","35.24","0","NaN","Other family member","14","29.35","1","100","Other family member","45","34.33","1","100"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Mother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","15","47.01","0","NaN","0","21","36.15","0","NaN","0","21","50.7","1","100","0","57","40.14","1","100"
"Mother","17","52.99","0","NaN","Mother","39","63.85","0","NaN","Mother","18","49.3","0","0","Mother","74","59.86","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Father)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","18","54.53","0","NaN","0","32","65.79","0","NaN","0","27","66.52","1","100","0","77","65.29","1","100"
"Father","14","45.47","0","NaN","Father","28","34.21","0","NaN","Father","12","33.48","0","0","Father","54","34.71","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Elder brother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","28","90.86","0","NaN","0","49","79.82","0","NaN","0","37","90.46","1","100","0","114","82.93","1","100"
"Elder brother","4","9.14","0","NaN","Elder brother","11","20.18","0","NaN","Elder brother","2","9.54","0","0","Elder brother","17","17.07","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Elder Sister)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","32","100","0","NaN","0","49","74.7","0","NaN","0","38","99.82","1","100","0","119","81.98","1","100"
"Elder Sister","0","0","0","NaN","Elder Sister","11","25.3","0","NaN","Elder Sister","1","0.18","0","0","Elder Sister","12","18.02","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xg. A place where group meetings are held. This can, include a savings group, credit group, a cooperative, or another community group. (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","23","66.36","0","NaN","0","42","70.69","0","NaN","0","27","78.78","0","0","0","92","72.29","0","0"
"Other family member","9","33.64","0","NaN","Other family member","18","29.31","0","NaN","Other family member","12","21.22","1","100","Other family member","39","27.71","1","100"
"","","","","","","","","","","","","","","","","","","",""
"G10Xh. Work or educational/training opportunities that would require you to spend the night away from home (Mother)","","","","","G10Xh. Work or educational/training opportunities that would require you to spend the night away from home (Mother)","","","","","G10Xh. Work or educational/training opportunities that would require you to spend the night away from home (Mother)","","","","","G10Xh. Work or educational/training opportunities that would require you to spend the night away from home (Mother)","","","",""
